price,año_lanzamiento,developer,item_id
19.99,2011,The Sims Studio,47930
5.99,2011,Positech Games,41816
4.99,2011,"Vlambeer,Croteam",201480
4.99,2011,Iridium Studios,200910
4.99,2011,Ideas Pad,200130
9.99,2011,b-Alive,201490
14.99,2011,Spellbound Studios,65610
8.99,2011,KTX Software,43190
1.99,2011,Robot Entertainment,102622
6.99,2011,Obsidian Entertainment,39270
0.0,2011,Daybreak Game Company,24200
0.0,2011,Volition,55370
2.99,2011,"Haemimont Games,Feral Interactive (Mac)",57696
19.99,2011,Devil's Details,71340
6.99,2011,HeR Interactive,202670
2.99,2011,Robot Entertainment,102623
39.99,2011,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)",115300
19.99,2011,"Team Bondi,Rockstar Leeds",110800
11.99,2011,"Team Bondi,Rockstar Leeds",110810
1.99,2011,Digitalmindsoft,64016
4.99,2011,Final Form Games,94203
2.99,2011,Final Form Games,94202
1.99,2011,Trendy Entertainment,202521
6.99,2011,Cipher Prime Studios,61310
2.99,2011,Arrowhead Game Studios,73092
9.99,2011,Digital Reality,91100
1.99,2011,Arrowhead Game Studios,73091
4.99,2011,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",34345
1.59,2011,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",201272
5.99,2011,Arrowhead Game Studios,73058
1.99,2011,Paradox Interactive,25812
3.99,2010,Unicorn Games Studio,46350
0.0,2011,Rocksteady Studios,200880
19.99,2011,Stardock Entertainment,202200
12.99,2011,"KrossRails,Dovetail Games",24083
0.0,2011,Reloaded Productions,113400
4.99,2012,Wadjet Eye Games,80340
0.0,2011,Rocksteady Studios,200870
1.99,2011,Digitalmindsoft,64017
7.99,2011,Tripwire Interactive,35429
9.99,2011,Team 6 Studios,201510
3.99,2011,Ubisoft Montreal,201877
1.99,2011,Trendy Entertainment,203700
2.99,2011,"Haemimont Games,Feral Interactive (Mac)",57695
9.99,2011,"Vicious Cycle Software, Inc.",23530
2.99,2011,Stainless Games Ltd,49475
0.99,2011,Relic,55344
0.99,2011,Relic,55341
2.99,2011,"Gaslamp Games, Inc.",98820
0.99,2011,Relic,55340
4.99,2011,Nitro Games,49337
0.99,2011,Relic,55343
0.0,2011,Coffee Stain Studios,91616
9.99,2011,Egosoft,201310
19.99,2013,Frozenbyte,35720
3.99,2011,Trendy Entertainment,204381
0.0,2011,ASTRO PORT,204010
0.0,2011,NGD Studios,111403
5.99,2011,ASTRO PORT,203990
9.99,2011,Lionhead Studios,204030
2.99,2011,Avalanche Studios,200620
2.99,2011,Fakt Software,202452
1.99,2011,Trendy Entertainment,204380
2.99,2011,Volition,55395
4.99,2011,Avalanche Studios,200610
2.99,2011,Relic,55471
2.99,2011,Relic,55473
2.99,2011,Relic,55472
2.99,2011,Relic,55470
9.99,2011,Relic,55347
0.99,2011,"D3Publisher of America, Inc.",23553
0.99,2011,"D3Publisher of America, Inc.",23552
0.99,2011,"D3Publisher of America, Inc.",23551
0.0,2011,Rocksteady Studios,200890
0.0,2011,Rocksteady Studios,200860
0.99,2011,"D3Publisher of America, Inc.",23550
7.99,2012,Unigine Corp.,200390
12.99,2012,Dovetail Games,65244
9.99,2012,NeocoreGames,24480
4.99,2012,NEOCORE GAMES,24488
9.99,2005,Croteam,204340
19.99,2012,Lizsoft,203510
0.0,2010,Cryptic Studios,9900
2.99,2012,Trendy Entertainment,204386
1.99,2012,Trendy Entertainment,204385
19.99,2012,"Coreplay GmbH,Bigmoon Studios",57740
9.99,2012,RichMakeGame,204390
9.99,2012,Paradox Development Studio,42968
9.99,2012,Q-Games Ltd.,105800
5.99,2012,Q-Games Ltd.,105802
4.99,2012,Owlchemy Labs,111100
9.99,2012,Puppygames,203210
0.0,2012,Capcom Vancouver,45773
0.0,2012,Capcom Vancouver,45774
0.99,2012,inXile Entertainment,205160
39.99,2012,Paradox Development Studio,203770
1.99,2012,Paradox Interactive,203772
1.99,2012,Paradox Interactive,203773
1.99,2012,"WXP Games, LLC",92620
0.0,2012,inXile Entertainment,205120
9.99,2012,Remedy Entertainment,108710
19.99,2010,Thomson Interactive,24065
1.99,2012,Arrowhead Game Studios,73039
11.99,2011,Trashmasters,10220
13.99,2012,Little Green Men Games,108110
0.0,2012,Wild Shadow Studios,200210
1.99,2012,Paradox Interactive,42905
6.99,2012,Volition,55381
9.99,2012,MumboJumbo,204440
4.99,2012,Brandon Brizzi,205690
9.99,2012,Ubisoft Montreal,201882
19.99,2012,"UBIart Montpellier,Feral Interactive (Mac)",207490
9.99,2012,Med-Art,206760
5.99,2012,Grey Havens,206521
12.99,2012,virtualRailroads,65249
3.99,2012,Colossal Order Ltd.,206710
19.99,2012,Strange Loop Games,108500
4.99,2012,Cobra Mobile,206690
9.99,2012,MumboJumbo,205830
9.99,2012,Remedy Entertainment,108726
19.99,2012,The Sims Studio,47932
9.99,2012,Double Fine Productions,115110
4.99,2012,Bootsnake Games,203560
19.99,2012,Aerosoft GmbH,65246
8.99,2012,Dovetail Games,65253
2.99,2012,Tribute Games Inc.,207420
9.99,2012,Most Wanted Entertainment,73060
9.99,2012,Trickstar Games,207790
4.99,2012,Nimbly Games,207710
1.99,2012,Trendy Entertainment,204388
3.99,2012,Trendy Entertainment,204382
3.99,2012,3 Sprockets,207250
9.99,2012,Cyan Worlds,208110
0.99,2012,Trendy Entertainment,208540
4.99,2012,Strawdog Studios Ltd,19320
14.99,2012,Nihon Falcom,207320
8.99,2012,Bohemia Interactive,65733
1.99,2012,Eden Industries,204180
6.99,2012,Volition,55382
4.99,2012,PomPom Games,110630
9.99,2012,Trapdoor Inc.,102850
9.99,2012,"Big Huge Games,38 Studios",102510
29.99,2012,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",201271
9.99,2012,Pendulo Studios,205840
4.99,2012,Pixelante Game Studios,109500
2.99,2012,Fakt Software,206416
9.99,2012,MumboJumbo,208630
9.99,2012,MumboJumbo,208640
6.99,2012,"Haemimont Games,Feral Interactive (Mac)",205630
9.99,2012,Reality Pump,206610
8.99,2012,Dovetail Games,65252
3.99,2012,Trendy Entertainment,208541
9.99,2012,BUGBEAR,202310
14.99,2012,Longbow Games,202690
9.99,2012,Cyanide,204560
12.99,2012,Dovetail Games,65255
6.99,2012,David Williamson,207430
1.99,2012,Trendy Entertainment,202524
0.0,2012,TAO,213530
0.0,2012,BitSits Games,213390
19.99,2014,Serious Brothers,280720
6.99,2012,TikGames,202370
5.99,2012,b-Alive,206881
9.99,2012,Piranha Bytes,40390
3.99,2012,Trendy Entertainment,204383
4.99,2012,Piranha Bytes,40392
14.99,2012,Devil's Details,203750
9.99,2012,Love Conquers All Games,209370
9.99,2012,Signal Studios,98300
5.99,2012,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",201277
2.99,2012,Volition,55397
2.99,2012,SEGA,211206
0.0,2012,Coffee Stain Studios,91609
19.99,2012,Dovetail Games,65258
1.99,2012,Days of Wonder,108232
4.99,2012,Colossal Order Ltd.,206714
4.99,2012,Coreplay GmbH,203344
19.99,2010,Croteam,41014
4.99,2012,Croteam,41019
19.99,2012,HeR Interactive,210230
3.99,2012,Black Market Games,211800
8.99,2012,Dovetail Games,65256
12.99,2012,Dovetail Games,65218
29.99,2012,Slant Six Games,209100
9.99,2012,Sigma Team Inc.,211010
9.99,2012,Positech Games,205530
6.99,2012,Giants Software,90207
5.99,2012,Days of Wonder,108230
9.99,2012,Days of Wonder,108200
19.99,2012,virtualRailroads,208281
3.99,2012,Dovetail Games,208284
19.99,2012,Nihon Falcom,207350
1.99,2012,Trendy Entertainment,208545
14.99,2012,Rockstar Studios,213370
19.99,2012,Rockstar Studios,204100
1.99,2012,Devil's Details,203766
1.99,2012,Devil's Details,203765
0.99,2012,Eden Industries,204182
0.0,2012,"Gaslamp Games, Inc.",98821
0.0,2012,"Standing Stone Games, LLC",212500
9.99,2012,Cipher Prime Studios,209790
9.99,2012,BlinkWorks Media,207080
14.99,2012,Fatshark,42170
19.99,2012,TT Games,213330
2.99,2012,Airtight Games,204900
0.0,2012,Nexon,212160
7.99,2012,Rebellion,210561
14.99,2012,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)",42696
4.99,2012,Zeboyd Games,213030
19.99,2012,Daedalic Entertainment,203830
34.99,2012,"Standing Stone Games, LLC",213195
0.0,2012,"Standing Stone Games, LLC",206480
19.99,2012,"Ubisoft Paris,Red Storm Entertainment",212630
1.99,2012,Paradox Development Studio,210893
9.99,2012,Paradox Development Studio,203778
8.99,2012,Airtight Games,200010
0.0,2012,Hi-Rez Studios,17080
4.99,2012,Tripwire Interactive,210933
5.99,2002,Larian Studios,214170
1.99,2012,Paradox Development Studio,210892
1.99,2012,"WXP Games, LLC",92622
6.99,2012,Sakari Indie &amp; GriN,205550
3.99,2012,Trendy Entertainment,204384
0.0,2012,Valve,1840
0.99,2012,Stainless Games,97368
0.99,2012,Stainless Games,97364
0.99,2012,"Capcom U.S.A., Inc.",210041
0.99,2012,Stainless Games,97371
0.99,2012,Stainless Games,97369
0.0,2012,Flying Wild Hog,98421
39.99,2012,Grey Havens,206522
0.99,2012,"Capcom U.S.A., Inc.",210056
0.99,2012,"Capcom U.S.A., Inc.",210057
0.99,2012,"Capcom U.S.A., Inc.",210062
0.99,2012,"Capcom U.S.A., Inc.",210055
9.99,2012,Limbic Entertainment GmhH,48231
0.99,2012,"Capcom U.S.A., Inc.",210039
0.99,2012,"Capcom U.S.A., Inc.",210038
0.99,2012,"Capcom U.S.A., Inc.",210037
0.99,2012,"Capcom U.S.A., Inc",210036
0.99,2012,"Capcom U.S.A., Inc.",210035
0.99,2012,"Capcom U.S.A., Inc.",210052
0.99,2012,"Capcom U.S.A., Inc.",210043
0.99,2012,"Capcom U.S.A., Inc.",210064
0.99,2012,"Capcom U.S.A., Inc.",210063
0.99,2012,"Capcom U.S.A., Inc.",210065
0.99,2012,"Capcom U.S.A., Inc.",210067
0.99,2012,"Capcom U.S.A., Inc.",210066
12.99,2012,"Capcom U.S.A., Inc.",210069
2.99,2012,"Capcom U.S.A., Inc.",210072
2.99,2012,"Capcom U.S.A., Inc.",210073
14.99,2012,Overhaul Games,213350
2.99,2012,Sidhe,20828
9.99,2012,KING Art,215200
0.99,2012,Paradox Development Studio,214980
19.99,2012,KING Art,215160
1.99,2012,Paradox Development Studio,215000
12.99,2012,"Capcom U.S.A., Inc.",210068
9.99,2012,Misfits Attic,207650
5.99,2012,Tennen-sozai,207380
2.99,2012,Misfits Attic,207655
5.99,2012,Tennen-sozai,207400
1.99,2012,Days of Wonder,108233
9.99,2012,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd.",108700
12.99,2012,Dovetail Games,208355
2.99,2012,United Front Games,215243
8.99,2012,Dovetail Games,208365
4.99,2012,Tripwire Interactive,210931
4.99,2012,Robot Entertainment,209270
8.99,2012,Dovetail Games,208283
14.99,2012,Double Fine Productions,115120
1.99,2012,United Front Games,215241
1.99,2012,United Front Games,215240
0.0,2012,United Front Games,202181
7.99,2012,Fishlabs Entertainment GmbH,212010
14.99,2012,Valve,730
74.76,0,United Front Games,202170
9.99,2005,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",208580
9.99,2010,Soldak Entertainment,217290
1.99,2012,Big Robot Ltd,207670
19.99,2012,Dovetail Games,208292
7.99,2012,Digital Train Model,208341
7.99,2012,Digital Train Model,208342
0.99,2012,"Monolith Productions, Inc.",216458
3.99,2012,"Monolith Productions, Inc.",216454
6.99,2012,"Monolith Productions, Inc.",216447
3.99,2012,"Monolith Productions, Inc.",216449
5.99,2012,"Monolith Productions, Inc.",216444
9.99,2012,Eyebrow Interactive,72000
2.99,2012,"Monolith Productions, Inc.",216455
1.99,2012,"Monolith Productions, Inc.",216434
9.99,2012,"Monolith Productions, Inc.",216432
0.99,2012,"Monolith Productions, Inc.",216433
2.99,2012,"Monolith Productions, Inc.",216448
5.99,2012,"Monolith Productions, Inc.",216431
1.49,2012,"Monolith Productions, Inc.",216461
1.99,2012,"Monolith Productions, Inc.",216462
4.99,2012,Freebird Games,206450
19.99,2012,"Rocksteady Studios,Feral Interactive (Mac)",200260
9.99,2011,Freebird Games,206440
9.99,2012,Aleksey Abramenko,214970
29.99,2012,"Monolith Productions, Inc.",216468
6.99,2012,Capybara Games,61730
4.99,2012,Paradox Interactive,214981
8.99,2012,Bohemia Interactive,33934
7.99,2012,Blit Software,205950
4.99,2012,Stainless Games,97350
2.49,2012,Ronimo Games,204312
2.49,2012,Ronimo Games,204310
2.49,2012,Ronimo Games,204308
2.49,2012,Ronimo Games,204309
1.49,2012,Ronimo Games,204307
2.49,2012,Ronimo Games,204304
9.99,2012,Limbic Entertainment GmbH,48232
1.99,2012,Slant Six Games,210016
1.99,2012,Slant Six Games,210018
1.99,2012,Slant Six Games,210017
9.99,2012,Slant Six Games,210012
4.99,2012,Slant Six Games,210019
9.99,2012,Slant Six Games,210013
0.0,2012,Eugen Systems,58648
19.99,2012,Frogwares,205650
7.99,2012,Edelweiss,214570
32.99,2012,Bohemia Interactive,65740
99.99,2012,Pilgway,100980
5.99,2012,Gaijin Games,205063
19.99,2012,Data Realms,209670
2.99,2012,City Interactive,217962
9.99,2012,Gaijin Games,205060
9.99,2012,"Gearbox Software,Aspyr (Mac &amp; Linux)",213230
0.99,2012,Stainless Games,97380
0.99,2012,Stainless Games,97384
0.99,2012,Stainless Games,97385
0.99,2012,Stainless Games,97389
0.99,2012,Stainless Games,97381
2.99,2012,Ubisoft - San Francisco,206146
0.99,2012,Stainless Games,97388
0.99,2012,Stainless Games,97382
4.99,2012,Ratloop Asia,215510
19.99,2012,id Software,208200
9.99,2012,"Gearbox Software,Aspyr (Mac &amp; Linux)",207870
3.99,2012,United Front Games,215247
1.99,2012,United Front Games,215246
1.99,2012,Trendy Entertainment,222680
0.99,2012,Paradox Interactive,210901
2.99,2012,Ubisoft - San Francisco,206141
7.99,2012,Ubisoft - San Francisco,206120
2.99,2012,Ubisoft - San Francisco,206133
2.99,2012,Ubisoft - San Francisco,206119
2.99,2012,Ubisoft - San Francisco,206117
2.99,2012,Ubisoft - San Francisco,206114
2.99,2012,Ubisoft - San Francisco,206113
2.99,2012,Ubisoft - San Francisco,206106
2.99,2012,Ubisoft - San Francisco,206111
2.99,2012,Ubisoft - San Francisco,206131
2.99,2012,Ubisoft - San Francisco,206144
2.99,2012,Ubisoft - San Francisco,206094
2.99,2012,Ubisoft - San Francisco,206156
2.99,2012,Ubisoft - San Francisco,206123
2.99,2012,Ubisoft - San Francisco,206122
7.99,2012,Ubisoft - San Francisco,206107
7.99,2012,Ubisoft - San Francisco,206102
11.99,2012,Ubisoft - San Francisco,206148
7.99,2012,Ubisoft - San Francisco,206142
2.99,2012,Ubisoft - San Francisco,206160
2.99,2012,Ubisoft - San Francisco,206140
2.99,2012,Ubisoft - San Francisco,206155
2.99,2012,Ubisoft - San Francisco,206101
2.99,2012,Ubisoft - San Francisco,206095
2.99,2012,Ubisoft - San Francisco,206099
29.99,2012,Ubisoft - San Francisco,205190
19.99,2012,Daedalic Entertainment,219910
19.99,2012,2x2 Games,218090
7.99,2012,Lukewarm Media,215470
2.99,2012,Ubisoft - San Francisco,206151
2.99,2012,Ubisoft - San Francisco,206118
14.99,2012,Black Forest Games,223220
2.99,2012,"Haemimont Games,Feral Interactive (Mac)",205632
9.99,2012,Zeal Game Studio,200370
4.99,2012,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",209811
9.99,2012,Dennaton Games,219150
0.0,2012,Gravity Interactive,215120
3.99,2012,United Front Games,215245
1.99,2012,United Front Games,215248
2.99,2012,Fatshark,204734
4.99,2012,Muse Games,209080
14.95,2006,Monolith,4720
5.99,2004,Larian Studios,219760
0.99,2012,Arrowhead Game Studios,73120
19.99,2012,Larian Studios,219780
2.99,2012,Ubisoft - San Francisco,206174
2.99,2012,Ubisoft - San Francisco,206175
9.99,2003,Running With Scissors,223470
0.0,2012,United Front Games,216330
14.99,2012,Codemasters Birmingham,203680
19.99,2012,Daedalic Entertainment,220740
14.99,2012,Camel101 LLC,216130
29.99,2012,Reloaded Productions,113405
2.99,2012,Stainless Games,208830
4.99,2012,Team17 Digital Ltd,200188
5.99,2012,Positech Games,205541
9.99,2012,Digital Reality,207040
9.99,2012,Ankama,223730
7.99,2012,Neko Entertainment,222140
12.99,2012,Bohemia Interactive,200490
0.99,2012,Acquire,215309
0.99,2012,Acquire,215303
0.99,2012,Acquire,215311
59.99,2012,Treyarch,202970
2.99,2012,United Front Games,202193
2.99,2012,United Front Games,215253
0.99,2012,Codemasters Birmingham,220803
1.99,2012,United Front Games,216331
0.99,2012,Codemasters Birmingham,220805
0.99,2012,Codemasters Birmingham,220804
0.99,2012,Codemasters Birmingham,220806
0.99,2012,Codemasters Birmingham,220807
6.99,2004,I-deal Games,215930
0.99,2012,Io-Interactive A/S,216414
0.99,2012,Io-Interactive A/S,216413
0.99,2012,Io-Interactive A/S,216412
0.99,2012,Io-Interactive A/S,216421
0.99,2012,Io-Interactive A/S,216417
0.99,2012,Io-Interactive A/S,216420
19.99,2012,The Sims Studio,223593
19.99,2012,The Sims Studio,223592
19.99,2012,The Sims Studio,223594
0.99,2012,Stainless Games,208833
0.99,2012,Stainless Games,208842
0.99,2012,Stainless Games,208834
0.99,2012,Stainless Games,208841
4.99,2012,Team17 Digital Ltd,200185
6.99,2012,Dovetail Games,208361
14.99,2012,IonFx,223510
3.99,2012,Curve Studios,209201
6.99,2012,Core Design,225020
9.99,2012,Curve Studios,209190
7.99,2005,SimBin Studios AB,44690
19.99,2012,N3V Games,24676
19.99,2012,KING Art,221830
9.99,2012,Wormwood Studios,227000
4.99,2012,Zeal Game Studio,222222
0.99,2012,Zeal Game Studio,222221
0.0,2012,NEXON Korea Corp.,212200
9.99,2012,Spry Fox LLC,209950
6.99,2003,Crystal Dynamics,224300
6.99,2012,Crystal Dynamics,224920
6.99,2001,Crystal Dynamics,224940
6.99,2012,Digital Train Model,208319
19.99,2012,Reality Pump,224900
4.99,2012,Ubisoft Montreal,208491
4.99,2012,Gaming Minds,215972
7.99,2012,Ubisoft - San Francisco,222061
9.99,2012,Daedalic Entertainment,105000
2.99,2012,Ubisoft - San Francisco,222058
7.99,2012,SEGA,219950
19.99,2011,Thomson Interactive,65216
3.99,2012,Mind Over Matter Studios,226350
0.99,2012,Paradox Development Studio,214987
0.99,2012,Paradox Development Studio,214988
4.99,2012,id Software,209460
2.99,2012,"Haemimont Games,Feral Interactive (Mac)",205634
2.99,2012,Ubisoft - San Francisco,222066
2.99,2012,Ubisoft - San Francisco,222065
2.99,2012,Ubisoft - San Francisco,222063
2.99,2012,Ubisoft - San Francisco,222062
0.0,2012,Misfits Attic,207660
14.99,2012,Ascaron,225640
19.99,2012,Dovetail Games,65239
2.99,2012,Cipher Prime Studios,209801
13.99,2013,MumboJumbo,218700
4.99,2013,Codemasters Birmingham,220813
4.99,2013,Codemasters Birmingham,220812
9.99,2013,DnS Development,211280
4.99,2013,Codemasters Birmingham,220811
2.99,2013,Team17 Digital Ltd,70616
19.99,2013,Dovetail Games,222545
9.99,2013,Subatomic Studios LLC,215710
6.99,2013,Studio X Labs,203060
9.99,2013,"Ironclad Games,Stardock Entertainment",228600
5.99,2013,Positech Games,41817
2.99,2013,Ubisoft - San Francisco,222076
3.99,2013,Mind Over Matter Studios,226370
69.99,2013,The Farm 51,219136
0.99,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",225821
0.99,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",225822
9.99,2013,"Apus Software,Three Donkeys LLC",22521
0.99,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",225823
0.99,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",225826
0.99,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",225828
0.99,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",225825
9.99,2013,Born Ready Games Ltd.,209545
19.99,2013,Born Ready Games Ltd.,209540
14.99,2013,Double Fine Productions,221810
19.99,2013,NAMCO,228400
9.99,2013,Dennaton Games,219152
29.99,2013,Ninja Theory,220440
4.99,2013,"Hidden Path Entertainment, Inc.",18523
9.99,2013,Cadenza Interactive,227800
4.99,2013,Internal Games,230760
29.99,0,Futuremark,223850
2.99,2013,Colossal Order Ltd.,206718
2.99,2013,Ubisoft - San Francisco,222083
2.99,2013,Ubisoft - San Francisco,222086
2.99,2013,Ubisoft - San Francisco,222084
2.99,2013,Ubisoft - San Francisco,222085
2.99,2013,Ubisoft - San Francisco,222087
0.99,2013,"Capcom U.S.A., Inc.",210085
0.99,2013,"Capcom U.S.A., Inc",210084
0.99,2013,"Capcom U.S.A., Inc",210083
9.99,2013,Focus Home Interactive,231140
0.99,2013,"Capcom U.S.A., Inc",210087
19.99,2013,"Capcom U.S.A., Inc.",210113
3.99,2013,Mind Over Matter Studios,226390
6.99,2013,Megadev,224820
24.99,2013,Haemimont Games,215373
14.99,2013,"Arcen Games, LLC",228320
1.99,2013,Jet Set Games,209850
2.99,2013,Ubisoft - San Francisco,222093
2.99,2013,Ubisoft - San Francisco,222095
2.99,2013,Ubisoft - San Francisco,222094
19.99,2013,Paradox Development Studio,227760
9.99,2013,Ubisoft,227130
2.99,2013,Ubisoft - San Francisco,222098
2.99,2013,Ubisoft - San Francisco,222097
2.99,2013,Ubisoft - San Francisco,222096
9.99,2013,"Ubisoft Paris,Red Storm Entertainment",212673
29.99,2013,PV Games,229751
7.99,2013,Ubisoft - San Francisco,222099
19.99,2013,The Sims Studio,223597
2.99,2013,Ubisoft - San Francisco,222100
2.99,2013,Ubisoft - San Francisco,222102
2.99,2013,Ubisoft - San Francisco,222101
8.99,2013,Ninja Theory,223793
7.99,2013,Ubisoft - San Francisco,222138
1.99,2013,Geoff Keighley,233410
9.99,2013,"Standing Stone Games, LLC",213197
2.99,2013,Curve Studios,209202
9.99,2013,"Radial Games Corp,Dejobaan Games, LLC",226740
9.99,2013,Colin Northway with art by Thomas Shahan,230150
9.99,2013,Enigma SP,207000
1.99,2013,Cyanide Montreal,230900
9.99,2013,24 Caret Games,222660
